0	1	0.02	0.012626907
1.5	0.991071429	0.02	0.012570663
2	0.955357143	0.02	0.012348273
2.2	0.919642857	0.02	0.01213019
2.4	0.848214286	0.02	0.011707899
2.6	0.741071429	0.02	0.011113066
2.8	0.607142857	0.02	0.010445369
3	0.446428571	0.02	0.009777901
3.2	0.276785714	0.02	0.009264271
3.4	0.142857143	0.02	0.009019219
3.6	0.017857143	0.02	0.008929995
3.8	0	0.02	0.008928571
